index_x,conversation_num,gini_coefficient_num_words,gini_coefficient_num_chars,average_num_words,stdev_num_words,min_num_words,max_num_words,average_num_chars,stdev_num_chars,min_num_chars,max_num_chars,average_num_messages,stdev_num_messages,min_num_messages,max_num_messages,average_positive_sentiment,stdev_positive_sentiment,min_positive_sentiment,max_positive_sentiment,average_negative_sentiment,stdev_negative_sentiment,min_negative_sentiment,max_negative_sentiment,average_neutral_sentiment,stdev_neutral_sentiment,min_neutral_sentiment,max_neutral_sentiment,index_y,batch_num,round_num,speaker_hash,timestamp,majority_pct,num_votes
2487,56,0.3219412166780588,0.312681183846828,59.714285714285715,34.191537322703056,12,111,302.7142857142857,167.66438780723684,69,578,5.571428571428571,3.331972511340172,1,11,1.0406387,0.80346024,0.019358875,2.2766976,1.826441,1.1970916,0.4934559,4.1625643,2.704349,1.5868887,0.4399227,5.098394,2487,28,2,5ea0ca2c9dc0406f89889629,2020-04-22T23:48:22.688Z,1.0,7
2526,57,0.31398283695103485,0.3127016720445879,80.85714285714286,46.054094191903665,18,160,417.42857142857144,234.57186358059545,88,820,5.142857142857143,3.562846832382836,1,11,0.48197427,0.42534727,0.030663695,1.239478,2.69124,1.7755531,0.6016634,5.2976584,1.9696426,1.4483564,0.3676729,4.4628634,2526,28,3,5ea0ca2c9dc0406f89889629,2020-04-23T00:03:01.214Z,0.8333333333333334,6
2562,58,0.23795180722891565,0.22903638430926662,83.0,35.80153627988609,10,131,439.75,186.1241185338429,46,703,6.125,2.368411915187052,1,10,0.84805834,0.66143245,0.042581733,1.7696083,2.4207084,0.8975122,0.5095385,3.7316775,2.8562331,1.4801009,0.44787985,5.6656923,2562,29,0,5d482eab21c9be351f763e96,2020-04-22T23:09:00.523Z,1.0,4
2611,59,0.13846673421141506,0.15391621129326047,60.42857142857143,14.859889855938109,38,85,313.7142857142857,85.0574835637881,169,438,6.714285714285714,1.8294640678379568,4,10,0.9989057,0.45551658,0.28718495,1.7557538,2.6174219,0.9197298,1.3900492,3.71371,3.0979583,0.8671843,1.8807737,4.530536,2611,29,1,5d482ea721c9be351f762f75,2020-04-22T23:23:09.264Z,1.0,4
2658,60,0.2605820105820106,0.26493333333333335,94.5,43.477005416656745,36,168,468.75,220.68175615578193,189,844,6.125,1.7633419974582356,4,10,1.124113,0.42596453,0.53600425,1.7790886,2.2904391,1.0589057,0.46680188,4.0022507,2.7104478,0.7931725,2.0403974,4.218661,2658,30,0,5d482eab21c9be351f764111,2020-04-22T22:57:33.595Z,0.75,8
2707,61,0.23505830903790087,0.23602484472049687,112.0,47.91957548106738,32,162,578.2857142857143,250.33047544950557,156,821,5.428571428571429,2.3819045715047236,2,9,0.67939055,0.6054536,0.06695915,2.0258288,2.540559,1.5397409,0.73771065,5.03836,2.2086217,0.87772083,1.1953301,3.4475794,2707,30,2,5ea0a7869dc0406f89885172,2020-04-22T23:27:17.203Z,0.7142857142857143,7
2745,62,0.311787072243346,0.3246721108636476,87.66666666666667,49.922161634110175,15,144,449.0,265.5327977231187,79,756,7.333333333333333,2.6246692913372702,3,10,1.6122657,0.93216145,0.37926143,2.9216573,1.7725736,0.6307956,0.9955,3.0006127,3.948494,1.3310865,1.6252384,5.2878532,2745,31,1,5ea0cefa9dc0406f89889adc,2020-04-23T00:00:13.262Z,0.6666666666666666,6
2789,63,0.21768172888015716,0.21697841726618705,101.8,40.88716179927387,55,173,556.0,225.53048574416718,302,953,9.2,3.762977544445356,5,16,1.5864637,0.50600797,0.836453,2.2519815,2.3802576,0.84778214,0.819564,3.2216802,5.2332788,2.8966691,2.6899755,10.69892,2789,31,3,5e9f3b1c9dc0406f89877985,2020-04-23T00:29:40.517Z,0.6,5
2835,64,0.2576754385964912,0.26535498646679156,101.33333333333333,48.175604707039106,25,174,533.6666666666666,260.93017371617935,130,930,8.166666666666666,2.733536577809454,4,13,1.4370942,0.6646894,0.60764533,2.5110838,2.9998586,1.5067812,1.6938752,5.9601026,3.7297137,1.164391,1.4030137,4.999828,2835,32,1,5d482ea821c9be351f763550,2020-04-23T00:16:14.410Z,0.6,5
2884,65,0.20803949224259521,0.20963866555771185,118.16666666666667,45.728972095258044,69,205,601.1666666666666,232.34558791210608,341,1039,9.0,2.516611478423583,6,13,2.0095775,1.1830031,0.24284324,3.6698966,3.1370962,1.7264968,1.1230911,6.2928624,3.8533266,0.552712,3.1475966,4.5751653,2884,32,3,5d482ea921c9be351f7636b3,2020-04-23T00:45:59.771Z,1.0,5
2938,66,0.1459166862791245,0.14748699346093266,86.71428571428571,22.511674975533953,48,119,427.57142857142856,114.02863943871687,212,582,7.142857142857143,2.099562636671296,4,11,1.6554434,0.9991261,0.27473673,3.6239452,1.9727194,0.6889777,1.1292028,3.035431,3.5146942,0.99717975,2.1409354,5.436482,2938,33,1,5d482eaa21c9be351f763bbc,2020-04-23T00:21:00.975Z,1.0,5
2988,67,0.1715151515151515,0.18559059987631416,91.66666666666667,30.230595245361755,32,122,449.1666666666667,156.55820713786366,153,647,7.833333333333333,1.950783318453271,5,10,1.7094499,0.8770805,0.5037187,2.800502,2.2199516,0.7856811,1.1740568,3.415461,3.9039319,1.3250972,2.1096747,5.9420657,2988,33,2,5de2adbcb50e5a679ae8695b,2020-04-23T00:35:53.304Z,0.6,5
3035,68,0.1347305389221557,0.13535394085374014,83.5,20.279299790673246,50,116,415.1666666666667,103.41730459110259,247,562,3.8333333333333335,2.034425935955617,2,8,0.24409342,0.24326803,0.029559929,0.7129816,2.040087,0.93270695,1.0672166,3.9393444,1.549153,0.89164203,0.61659396,3.347674,3035,34,0,5d482ea921c9be351f763785,2020-04-23T00:25:18.342Z,0.6,5
3058,69,0.2146417445482866,0.21550802139037434,89.16666666666667,39.15957382585034,55,172,467.5,205.39291613879968,310,897,5.5,2.217355782608345,2,9,0.37680793,0.32054636,0.016699037,0.89903706,3.4370997,1.5226395,1.5953578,5.841672,1.6860919,0.6941206,0.38794312,2.4355097,3058,34,1,5d482ea821c9be351f763456,2020-04-23T00:40:22.206Z,1.0,6
3091,70,0.1460446247464503,0.14215563878485227,98.6,26.785070468453128,51,129,480.6,127.60971749831593,256,622,6.2,0.7483314773547882,5,7,1.3368658,0.17997849,1.0615054,1.6024574,1.6558536,0.81177443,0.3868301,2.687911,3.2072806,0.48026776,2.5550642,3.9761055,3091,35,1,5d482eaa21c9be351f763a5f,2020-04-23T14:48:46.148Z,1.0,5
3122,71,0.1685009487666034,0.17526336324619587,105.4,32.09735191569548,70,152,512.6,163.11296698913915,337,757,6.4,2.0591260281974,4,10,0.52759016,0.45120573,0.08932641,1.3916303,3.0868218,0.58575857,2.3845088,4.068763,2.7855878,1.3501223,1.5261649,5.39834,3122,35,2,5d482eaa21c9be351f763a5f,2020-04-23T15:03:44.785Z,0.8,5
3154,72,0.19672131147540986,0.20191226096737908,69.71428571428571,24.955470546637297,37,117,362.85714285714283,131.6157052845557,177,605,5.0,1.8516401995451028,3,9,0.76119727,0.7284436,0.075835034,2.412558,2.0793674,0.8143686,1.28136,3.6989675,2.159435,1.1147244,1.0316536,4.004032,3154,36,0,5d482eaa21c9be351f763da2,2020-04-23T14:45:35.763Z,1.0,6
3189,73,0.2956204379562044,0.2783318223028105,68.5,38.89622946593496,30,136,367.6666666666667,200.47582287037895,182,727,4.5,3.095695936834452,2,11,1.1018018,1.0438254,0.042919032,3.1747482,1.1788305,0.6967274,0.13717435,2.3323085,2.2193677,1.6532075,0.68076825,5.4929433,3189,36,3,5d482ea721c9be351f762fb3,2020-04-23T15:30:13.829Z,1.0,1
3216,74,0.14644351464435146,0.13494753833736883,95.6,26.363611285254528,49,127,495.6,123.8428035858362,284,645,7.2,1.16619037896906,6,9,1.4017875,0.47710964,0.6840265,2.0222096,2.155109,0.73684114,1.0938218,3.3006198,3.6431038,1.0258956,2.015354,5.0646105,3216,37,1,5ea1a6e0de5d74641b66d1d6,2020-04-23T15:22:55.310Z,0.5,4
3252,75,0.12935323383084577,0.1315973960941412,80.4,18.83188785013335,50,106,399.4,96.7648696583631,234,527,7.6,1.0198039027185568,6,9,0.88152486,0.376727,0.46870902,1.3951076,2.8432832,0.3488846,2.3565915,3.1871305,3.875192,0.8485173,2.8857687,5.248301,3252,37,2,5ea1a6e0de5d74641b66d1d6,2020-04-23T15:37:36.291Z,1.0,5
3290,76,0.23663932388764602,0.24101479915433405,99.33333333333333,41.968241961432376,30,176,525.5555555555555,225.57635372091795,148,934,5.444444444444445,1.7708197167232476,3,9,0.8778157,0.619291,0.0933244,2.3326683,1.8856721,0.78400826,0.44712985,2.8599708,2.6809568,0.72946393,1.7069724,4.178031,3290,38,0,5e9f0aa29dc0406f8987499b,2020-04-23T16:22:00.960Z,0.7142857142857143,7
3339,77,0.1909640136590491,0.1940398834864441,94.0,32.526911934581186,35,134,495.8888888888889,174.6122335312318,171,751,5.777777777777778,2.3934065809486684,2,10,0.65307873,0.60081476,0.06723908,2.1081376,2.3036737,1.2973702,0.12662725,3.8036144,2.8210254,1.2846377,1.3519282,5.59182,3339,38,3,5d482eaa21c9be351f763a08,2020-04-23T17:06:40.391Z,0.875,8
3391,78,0.20524412296564196,0.20930541413962547,90.28571428571429,36.38568904592764,47,170,461.0,186.8337687433863,250,868,8.285714285714286,2.6572964625340396,6,14,0.9154854,0.2529837,0.626408,1.2419943,4.039518,2.365057,2.0565333,9.441016,3.3307116,0.5508531,2.7061603,4.040471,3391,39,2,5ea1bd4cde5d74641b6704e8,2020-04-23T17:32:37.670Z,0.7142857142857143,7
3449,79,0.3293299620733249,0.33736017897091725,64.57142857142857,38.44051858895448,11,114,319.2857142857143,197.8438881583979,52,570,6.714285714285714,2.762725657973388,3,11,0.967915,0.28836983,0.451865,1.3317369,2.515231,1.269138,1.1346331,4.661054,3.23114,1.3731734,0.9581853,5.0072093,3449,39,3,5d482ea721c9be351f762f2e,2020-04-23T17:47:34.945Z,1.0,5
3496,80,0.11260842627013631,0.10857058125741399,100.875,20.459945625538694,74,134,526.875,103.0514889509123,398,702,3.375,0.8569568250501305,2,5,0.3046267,0.31962287,0.065468244,1.0947464,1.5897396,0.4845632,0.44972286,2.2462204,1.4806337,0.49363872,1.0374392,2.5760658,3496,40,0,5ea1bc66de5d74641b6704c6,2020-04-23T17:57:32.471Z,0.8333333333333334,6
3523,81,0.18498209489704565,0.18085664335664337,139.625,46.459491764331645,63,206,715.0,231.23905379498507,316,1059,7.875,3.9823830805184977,2,16,0.6065164,0.4421837,0.100539446,1.3052478,3.7855458,1.4617014,0.8925911,5.7527404,3.4829376,2.3855417,1.0068693,8.942013,3523,40,1,5ea097789dc0406f8988302a,2020-04-23T18:11:33.804Z,0.5,6
3586,82,0.0988056460369164,0.11327921740035383,102.33333333333333,17.996913315590785,77,125,533.8333333333334,107.78437837749135,382,674,5.666666666666667,1.3743685418725535,3,7,0.30957195,0.19482985,0.11387985,0.70234215,3.0043423,1.2114224,0.85294324,4.3411665,2.3527524,0.44150084,1.4447148,2.7838037,3586,41,0,5d482ea621c9be351f762a2a,2020-04-23T18:14:21.203Z,0.6666666666666666,6
3620,83,0.12423124231242312,0.11633461493650239,90.33333333333333,20.466775244011668,64,119,476.8333333333333,100.5839892273561,345,620,6.5,1.707825127659933,4,9,1.6664537,0.6448928,0.68604386,2.6367204,2.2011077,0.8512323,0.69643646,3.514732,2.6324384,0.6189101,1.5602102,3.3879764,3620,41,2,5e821b4050f6e364321d5499,2020-04-23T18:44:12.935Z,1.0,6
3659,84,0.2907268170426065,0.27797564085652726,89.57142857142857,48.9105806340426,27,182,464.14285714285717,241.0455964995767,155,919,6.0,3.3380918415851206,1,11,0.67552763,0.4841502,0.101371676,1.51892,2.1307237,1.4498183,0.025040679,4.8543315,3.1937485,1.7979491,0.6986342,5.705741,3659,42,0,5d482ea821c9be351f7631f3,2020-04-23T18:20:13.826Z,0.6,5
3701,85,0.30952380952380953,0.30103986135181976,95.66666666666667,59.737388255225525,38,221,480.8333333333333,297.6275170223494,202,1112,9.0,4.654746681256314,5,16,1.5846701,1.1257044,0.40211254,3.7257686,2.9268847,1.7663717,1.350953,6.6328125,4.4884453,2.4313095,1.8087884,8.16802,3701,42,2,5d482ea621c9be351f762aa4,2020-04-23T18:49:40.232Z,0.8333333333333334,6
3755,86,0.11547619047619048,0.11898577612863329,67.2,14.675149062275313,49,83,323.4,73.11525148695038,223,398,4.2,1.469693845669907,2,6,0.31675142,0.40071836,0.0144399265,1.095482,2.518866,0.8011862,1.7689674,3.5958052,1.3643826,0.95737916,0.21659276,3.1061668,3755,43,0,5ea1d700de5d74641b671ed0,2020-04-23T18:25:54.457Z,0.8333333333333334,6
3776,87,0.18130311614730882,0.19456398640996603,70.6,23.660938273872404,42,97,353.2,124.02161102001537,189,502,4.4,1.7435595774162693,2,7,0.45943385,0.51548296,0.060587697,1.4761839,1.4822031,0.38671583,1.0560623,2.1295302,2.458363,1.0686376,0.69831264,3.3950112,3776,43,2,5d482ea621c9be351f76281b,2020-04-23T18:54:38.101Z,1.0,5
3798,88,0.1871345029239766,0.20402101896275987,95.0,33.30665599145812,62,156,486.3333333333333,187.95537295385364,303,850,5.333333333333333,1.1055415967851332,4,7,0.42151764,0.49201527,0.098436296,1.5094347,2.5274632,0.48076406,2.0709221,3.5184746,2.3843524,0.7216856,1.5511553,3.4196434,3798,44,1,5d482ea621c9be351f7629ad,2020-04-23T18:41:25.598Z,0.8333333333333334,6
3830,89,0.1244568590937306,0.13761693746922699,89.5,20.70225430559033,68,129,451.3333333333333,110.67620440827477,310,634,4.833333333333333,0.8975274678557507,4,6,0.29499337,0.10165675,0.14252114,0.44866666,2.078512,0.8011062,0.838784,3.1630502,2.4598284,0.5517355,1.6944288,3.2052917,3830,44,3,5d482ea621c9be351f7629ad,2020-04-23T19:11:09.149Z,0.6666666666666666,6
3859,90,0.24716288384512683,0.2504261736165749,93.625,42.12166158878351,14,158,476.625,215.75503325531017,76,801,5.125,2.666341125962693,1,10,0.4281885,0.25770915,0.07431193,0.7655139,2.3208742,1.3006768,0.03769651,4.269592,2.375937,1.4867505,0.34069908,5.0507975,3859,45,0,5d482ea621c9be351f7627ba,2020-04-23T18:33:27.462Z,0.5,6
3900,91,0.18175853018372704,0.17607458912768648,95.25,31.91296758372684,59,154,494.375,163.29110317160578,313,811,6.75,2.277608394786075,3,11,0.7491915,0.4432899,0.08019128,1.5439572,2.2566426,0.8393309,0.7415982,3.6983058,3.744166,1.8683124,1.0942311,7.14921,3900,45,1,5d482ea621c9be351f762a28,2020-04-23T18:47:43.644Z,0.5714285714285714,7
3954,92,0.19246575342465752,0.18045822102425876,91.25,33.82953591168522,35,132,463.75,168.02287790655177,178,634,6.75,2.331844763272204,4,11,0.6232487,0.4148297,0.09467278,1.3001575,3.0166445,1.0831598,1.5033007,4.369787,3.110107,1.257362,1.7841083,5.346834,3954,46,0,5d482ea621c9be351f762976,2020-04-23T18:38:13.755Z,0.625,8
4008,93,0.1866343490304709,0.18205882352941177,90.25,30.223128560756248,42,133,478.125,155.9755088948262,236,704,7.375,2.341874249399399,3,11,0.90618616,0.5696519,0.06455548,1.5969188,3.009703,0.88937736,2.04529,5.033896,3.459111,1.881139,0.8901546,7.3332148,4008,46,2,5d482ea621c9be351f76273d,2020-04-23T19:07:56.065Z,0.625,8
4067,94,0.22628726287262874,0.22868217054263565,82.0,33.406586176980134,35,137,415.6666666666667,171.89887207955212,157,705,3.8333333333333335,1.5723301886761007,1,6,0.43068123,0.30071312,0.0494088,0.9263179,1.6747395,1.1880606,0.030582136,3.7119234,1.7279123,0.43101558,0.920009,2.3213046,4067,47,1,5ea12e4ade5d74641b66be98,2020-04-23T18:57:25.559Z,1.0,5
4090,95,0.2957393483709273,0.2909666423179937,88.66666666666667,46.4781908234628,14,155,456.3333333333333,238.10478552286364,58,819,4.666666666666667,2.211083193570267,1,8,0.5638492,0.7301361,0.032698177,2.1338673,1.9208764,1.0674683,0.3098229,3.81376,2.1819413,1.2038286,0.6574789,4.422731,4090,47,3,5ea12e4ade5d74641b66be98,2020-04-23T19:27:06.505Z,0.8,5
4118,96,0.2871217452498241,0.29164453885643477,87.0,43.94802124588286,23,158,461.14285714285717,237.33004660263344,118,857,4.285714285714286,1.8294640678379568,2,7,0.52444524,0.38054645,0.020779468,0.9228411,2.3442566,1.0474222,1.3515686,4.538196,1.4170125,0.7874714,0.20155533,2.9542434,4118,48,0,5ea1d246de5d74641b67178a,2020-04-27T15:57:10.998Z,1.0,5
4148,97,0.223292836196062,0.20920670751370526,97.42857142857143,38.492511861240686,38,158,506.2857142857143,187.61412853111514,216,802,4.285714285714286,1.385051387833237,2,6,0.4637599,0.4188697,0.022346454,1.1617502,2.037758,0.5427369,1.1147941,2.7649915,1.7841961,0.94437814,0.50886273,3.2904756,4148,48,1,5ea6f884002f966295b20062,2020-04-27T16:11:57.959Z,1.0,6
4178,98,0.2509992006394884,0.25158896931019276,92.66666666666667,40.85747585611883,26,151,475.8888888888889,211.14683908200234,131,753,7.222222222222222,2.249828525701843,4,12,1.1389117,0.5142213,0.40987918,2.1823812,2.6445782,1.4594688,0.86930764,6.0578184,3.4387324,0.7357986,2.1448808,4.399432,4178,49,2,5ea6f7b2002f966295b2001f,2020-04-27T16:11:30.341Z,1.0,9
4243,99,0.34165442976015664,0.3455787574117041,75.66666666666667,47.853944456021594,16,160,383.1111111111111,247.90161329959756,77,829,7.888888888888889,3.5728744868474505,2,15,1.251864,0.5261497,0.5739263,2.2209637,2.8643475,1.7299008,0.37192732,6.1386185,3.7726774,1.697075,1.0541463,6.6404176,4243,49,3,5ea6f550002f966295b1fffd,2020-04-27T16:26:30.903Z,1.0,9
4314,100,0.2596491228070175,0.2598202824133504,91.2,44.06540593254532,42,166,467.4,222.9920177943596,211,827,4.0,1.6733200530681511,2,6,0.6452893,0.47953513,0.068989925,1.2797056,1.6929554,0.6309946,1.0142741,2.5454774,1.6617552,1.0167944,0.61216897,3.3945744,4314,50,2,5d482ea621c9be351f762a16,2020-04-27T19:27:48.805Z,1.0,5
4334,101,0.0903225806451613,0.08077634011090573,80.6,13.27554142022087,66,103,432.8,62.37435370406654,353,527,4.4,1.3564659966250536,2,6,0.9000055,0.5807353,0.032142084,1.7620071,1.4953735,0.3519214,1.1119128,2.1586542,2.004621,0.7988147,0.62439597,2.794384,4334,50,3,5d482ea621c9be351f762a16,2020-04-27T19:42:38.985Z,1.0,5
4356,102,0.265863453815261,0.26454781557766976,92.22222222222223,43.350708767184926,32,153,480.1111111111111,224.32736220108941,164,780,4.777777777777778,2.8196838978776713,2,12,0.51419944,0.5062675,0.026556715,1.5981331,2.0971987,1.2938969,0.78637266,5.2521486,2.1663797,1.3764066,0.6554854,5.1497183,4356,51,0,5d482eab21c9be351f763df5,2020-04-27T19:09:57.566Z,0.5714285714285714,7
4399,103,0.2225836431226766,0.2147265246853824,100.875,43.836165149337596,50,198,516.5,219.9124825925077,270,1018,6.25,2.436698586202241,3,11,1.1661937,0.80880064,0.1239761,2.5607002,2.345714,1.0751771,1.1381729,4.1573153,2.738092,1.5881828,1.0585563,6.0449514,4399,51,3,5d482eab21c9be351f763df5,2020-04-27T19:54:25.945Z,1.0,7
4449,104,0.15932203389830507,0.1639169254658385,84.28571428571429,25.616480664459996,30,109,420.57142857142856,131.99659859563172,139,583,5.142857142857143,1.7261494247992246,3,9,0.6290849,0.52687013,0.097077526,1.8251972,2.0443869,0.803496,1.097045,3.3832188,2.4693851,0.94009584,1.3072039,4.2195888,4449,52,0,5ea724e43ecdad55471ffdce,2020-04-27T19:14:51.638Z,0.6666666666666666,6
4485,105,0.15051353874883286,0.1506904215396947,109.28571428571429,34.594443342885015,31,136,560.1428571428571,173.10725706618885,171,709,5.857142857142857,1.9587584572574412,2,9,0.4156364,0.29010698,0.059558522,0.784227,3.1271515,1.1427565,0.96844304,4.478,2.3143551,1.0523328,0.8436613,4.3341403,4485,52,2,5ea724e43ecdad55471ffdce,2020-04-27T19:44:36.216Z,0.6666666666666666,6
4526,106,0.2563587684069612,0.2560824996912437,83.0,39.02990306589722,40,148,449.8333333333333,211.0382403473098,220,785,5.0,1.7320508075688772,2,7,0.5661597,0.30971128,0.01912163,1.0128951,2.4262114,0.90381056,1.3361052,3.780939,2.0076287,0.97923064,0.32793832,3.036478,4526,53,1,5d482ea521c9be351f7625fa,2020-04-27T19:45:18.854Z,1.0,5
4556,107,0.2721003134796238,0.29403341288782814,63.8,35.24996453898926,24,130,335.2,191.5968684504003,107,687,4.4,2.870540018881465,2,10,0.8410224,1.1480708,0.04255275,3.1017687,1.3707184,0.6598685,0.32129943,2.2997499,2.1882591,1.5771477,0.65769744,5.1681323,4556,53,3,5ea634947c882f6974ff30ff,2020-04-27T20:15:29.815Z,1.0,4
4578,108,0.32378706199460916,0.3381254912234739,92.75,56.63865729340695,25,213,477.125,305.5038614731408,126,1142,9.5,2.5,6,14,2.3097668,1.3274432,1.1565466,5.3296013,2.4161317,1.4211354,1.1464887,5.8492136,4.7741017,1.3210409,2.5588942,6.9401026,4578,54,0,5ea71f623ecdad55471ff9b1,2020-04-27T18:39:23.300Z,1.0,4
4654,109,0.24054621848739496,0.24850592565080865,116.57142857142857,52.27634576489267,54,225,604.4285714285714,276.8469701802048,257,1166,9.0,2.878491668515698,5,14,1.2299935,0.85160613,0.5799489,2.8561852,3.5645452,1.9408499,0.6641523,6.322389,4.205461,1.088879,2.5415242,5.844231,4654,54,2,5ea6f910002f966295b2006a,2020-04-27T19:08:47.956Z,0.8333333333333334,6
4717,110,0.2213712618526623,0.21445480100606598,76.16666666666667,30.52002985290516,43,130,375.5,147.9107275802987,215,647,6.166666666666667,3.9334745737353156,1,14,0.6771095,0.72962594,0.012578023,2.2070236,2.7233589,1.2261868,0.77226985,4.401083,2.7661984,2.2461703,0.21515217,7.3918934,4717,55,0,5ea6f500002f966295b1fff8,2020-04-27T18:32:45.895Z,0.8333333333333334,6
4754,111,0.185,0.17895400126023947,64.0,21.872356983187704,26,87,317.4,106.64633139494298,126,425,6.0,3.286335345030997,3,12,1.3373913,1.6685654,0.047672905,4.284638,2.2658205,0.4787357,1.8570756,3.1650286,2.3967881,1.8027459,0.78577507,5.6483827,4754,55,3,5ea1e538de5d74641b67621a,2020-04-27T19:17:44.548Z,0.8,5
4784,112,0.3724778046811945,0.3643499466544734,68.83333333333333,51.060149714712836,23,171,364.5,267.8611269544973,132,912,5.5,4.7871355387816905,1,14,0.8301801,0.69488156,0.017561762,2.1488268,2.098638,1.7494447,0.62631595,5.3680587,2.5711818,2.531924,0.27126485,7.3595552,4784,56,0,5ea63ba67c882f6974ff320d,2020-04-27T18:51:03.489Z,1.0,3
4817,113,0.276536312849162,0.2826167876419133,59.666666666666664,30.1643645530432,11,111,298.5,151.9119810943166,45,540,4.833333333333333,2.7938424357067015,3,11,0.65420777,0.57696843,0.11758687,1.7052479,2.205452,1.9689045,0.50671697,6.4476457,1.9736732,0.4429727,1.45552,2.8471065,4817,56,1,5d482ea721c9be351f762d4f,2020-04-27T19:05:42.337Z,0.8,5
4846,114,0.2092333756882677,0.211612424073632,87.44444444444444,33.48668428930159,23,130,465.44444444444446,179.75731239096976,138,726,5.222222222222222,2.1487866228681907,1,9,0.48779017,0.5996351,0.046099618,1.6305697,2.4244173,0.95967907,0.21021594,3.3756373,2.3100147,1.0740716,0.74368453,4.3195252,4846,57,0,5d482eaa21c9be351f763c82,2020-04-27T18:43:46.275Z,0.7142857142857143,7
4893,115,0.1833607006020799,0.18500601499910416,90.22222222222223,29.40437525183314,53,146,482.3333333333333,161.07831083737568,281,807,6.222222222222222,1.8121673811444545,4,10,0.81094587,0.48565492,0.36011514,1.7114468,2.497401,0.7742845,1.0461714,3.4610085,2.9138756,1.2008955,1.6044933,5.782915,4893,57,3,5d482ea921c9be351f7635e8,2020-04-27T19:28:04.956Z,0.75,8
4949,116,0.14098360655737704,0.12649045654440766,87.14285714285714,23.60041507763655,40,125,450.14285714285717,116.52765284494072,200,622,5.428571428571429,1.2936264483053452,4,8,0.6625708,0.6508963,0.21705987,2.2056859,2.3151424,0.25802898,2.027334,2.8278437,2.4508584,0.79402703,1.2941272,3.404094,4949,58,0,5ea6fc58002f966295b20107,2020-04-27T20:26:55.656Z,0.8571428571428571,7
4987,117,0.18518518518518517,0.20597273658498147,100.28571428571429,34.09530460222298,59,166,518.0,191.79751227345395,277,856,8.571428571428571,2.1285234893930487,5,11,1.4145555,1.1269199,0.11536986,3.7768795,2.9530473,1.4963251,1.2157289,6.014721,4.2038255,1.015583,1.8667446,5.280177,4987,58,3,5d482ea821c9be351f7631ba,2020-04-27T21:11:28.975Z,0.7142857142857143,7
5047,118,0.17497536945812808,0.18840634584074817,103.57142857142857,34.72692303780266,71,174,539.0,192.81745623405425,360,929,5.142857142857143,2.0995626366712954,3,10,0.5252243,0.49444434,0.10474452,1.6398631,2.2897866,0.68662125,1.3182249,3.2711015,2.3278468,1.1696397,1.3334394,5.0890355,5047,59,0,5ea798e821028d2296a4ab67,2020-04-28T03:48:04.892Z,1.0,7
5083,119,0.21829105473965288,0.21627618612543237,122.28571428571429,50.326687852511036,65,205,625.4285714285714,256.8461780593075,333,1022,7.142857142857143,2.356060357495806,4,11,0.47571972,0.2628686,0.2253411,1.0436522,4.442136,1.4498816,2.7080681,7.131416,2.2250016,1.2617239,0.8464081,4.7927527,5083,59,1,5ea798e821028d2296a4ab67,2020-04-28T04:02:43.089Z,0.8571428571428571,7
5133,120,0.1836734693877551,0.17318982387475534,104.0,34.53776401067595,60,156,542.2857142857143,172.52470985399188,334,793,5.428571428571429,1.6781914463529615,3,8,0.35712343,0.29361707,0.044519648,0.98387265,2.6938574,1.3229202,1.144113,5.3985815,2.3775904,1.0470808,1.0692778,4.4090624,5133,60,0,5d482ea421c9be351f762215,2020-04-28T03:22:11.442Z,0.8,5
5171,121,0.2597809076682316,0.25855711248969676,91.28571428571429,43.62081510247237,36,158,470.42857142857144,221.72689581223702,184,824,6.0,2.6726124191242437,3,12,0.80912864,0.43262786,0.29556638,1.6690161,2.4881496,1.853215,0.7581593,6.683258,2.702722,0.90486765,1.2911458,4.582711,5171,60,2,5ea76260fd339b022f9cebd6,2020-04-28T03:51:28.183Z,1.0,7
5213,122,0.2368543508608655,0.23075511514817873,87.71428571428571,38.68079732415883,15,151,444.85714285714283,195.64649503737135,75,773,5.571428571428571,2.6649654437396615,1,9,0.46705148,0.3438091,0.0058280868,1.0575328,3.0646222,1.3776114,0.8510839,4.6889296,2.039755,1.0580455,0.14308806,3.55367,5213,61,0,5ea6330e7c882f6974ff30f2,2020-04-28T03:07:32.799Z,1.0,5
5252,123,0.13652173913043478,0.13293781586464512,95.83333333333333,23.60378971455408,67,134,505.6666666666667,121.53143169110159,370,673,6.0,2.0,4,10,0.8563146,0.5567275,0.14917152,1.5160931,2.458264,0.62339735,1.4925336,3.255322,2.6854217,1.4579831,1.5628258,5.733367,5252,61,1,5d482ea321c9be351f76216e,2020-04-28T03:22:02.939Z,0.6666666666666666,3
5288,124,0.19093610698365526,0.19897535308778733,112.16666666666667,38.281486677272895,67,174,601.8333333333334,213.84528415552109,352,918,6.333333333333333,3.4960294939005054,4,14,0.5502103,0.6974967,0.08538014,2.0798616,2.3829505,1.0575796,1.5658617,4.6916466,3.4001725,1.8125889,1.7185223,7.228492,5288,62,0,5ea6382c7c882f6974ff31e4,2020-04-28T02:47:38.859Z,0.8,5
