conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,speaker_nickname,message,timestamp,message_lower_with_punc,num_words,num_chars,num_messages,sentiment,positive_sentiment,negative_sentiment,neutral_sentiment
yuXY8pFzXFJzoeH52,1,High,High,High,Low,Mixed,4,Easy [Corresponds to 'Hard' in PNAS],636.0,202.0,3.1485148514851486,Cr2XfWaAavyL7W7EB,sure,2021-03-19T18:16:16.297Z,sure,1,4,1,"{'neutral': 0.48973173, 'positive': 0.41534352, 'negative': 0.094924726}",0.41534352,0.094924726,0.48973173
yuXY8pFzXFJzoeH52,1,High,High,High,Low,Mixed,4,Easy [Corresponds to 'Hard' in PNAS],636.0,202.0,3.1485148514851486,bi34ioy9Rt6c5goHS,woo,2021-03-19T18:16:22.428Z,woo!,1,3,1,"{'positive': 0.7487348, 'neutral': 0.22187272, 'negative': 0.029392546}",0.7487348,0.029392546,0.22187272
yuXY8pFzXFJzoeH52,1,High,High,High,Low,Mixed,4,Easy [Corresponds to 'Hard' in PNAS],636.0,202.0,3.1485148514851486,REP9rmoW2d7zT9NfQ,ok,2021-03-19T18:16:23.949Z,ok,1,2,1,"{'neutral': 0.50578284, 'positive': 0.3847851, 'negative': 0.10943207}",0.3847851,0.10943207,0.50578284
yuXY8pFzXFJzoeH52,1,High,High,High,Low,Mixed,4,Easy [Corresponds to 'Hard' in PNAS],636.0,202.0,3.1485148514851486,REP9rmoW2d7zT9NfQ,woo x 2,2021-03-19T18:16:35.516Z,woo x 2,3,7,1,"{'neutral': 0.65349144, 'positive': 0.32627952, 'negative': 0.020229032}",0.32627952,0.020229032,0.65349144
bynTx6QZTzERZYtet,1,High,Mixed,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],618.0,77.0,8.025974025974026,vi8u7fSPpMmeWuPKv,hey guys i think we did it,2021-03-19T18:15:53.615Z,hey guys... i think we did it!,7,26,1,"{'positive': 0.89319265, 'neutral': 0.10192579, 'negative': 0.00488157}",0.89319265,0.00488157,0.10192579
Zz5jMDM5PtFM8W5iC,1,High,Low,Mixed,Low,Low,2,Easy [Corresponds to 'Hard' in PNAS],448.0,105.0,4.266666666666667,EcnA3sfYQsMC2PoqS,i think this is good i dont see any errors,2021-03-19T18:28:32.795Z,i think this is good. i don't see any errors,10,42,1,"{'positive': 0.9146735, 'neutral': 0.071671315, 'negative': 0.013655174}",0.9146735,0.013655174,0.071671315
u96HFiAh7RnJxPgiR,1,Mixed,Low,Low,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],474.0,53.0,8.943396226415095,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'neutral': 0.6808651, 'positive': 0.22552356, 'negative': 0.09361132}",0.22552356,0.09361132,0.6808651
P36ZM58eWWKqS8pNe,1,Mixed,Low,Mixed,High,High,2,Easy [Corresponds to 'Hard' in PNAS],581.0,168.0,3.458333333333333,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'neutral': 0.6808651, 'positive': 0.22552356, 'negative': 0.09361132}",0.22552356,0.09361132,0.6808651
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,Ju69hWpa54SFFJpY4,c gives best payoff in 105,2021-03-19T18:11:23.881Z,c gives best payoff in 105,6,26,1,"{'positive': 0.60004854, 'neutral': 0.37544557, 'negative': 0.024505846}",0.60004854,0.024505846,0.37544557
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,pBZ6nYdNcgWtHpLo9,hold on lets move every stident to highest payoff then adjust,2021-03-19T18:11:37.388Z,"hold on. let's move every stident to highest payoff, then adjust",11,61,1,"{'neutral': 0.8312549, 'positive': 0.12748107, 'negative': 0.041264065}",0.12748107,0.041264065,0.8312549
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,pBZ6nYdNcgWtHpLo9,student,2021-03-19T18:11:42.696Z,student,1,7,1,"{'neutral': 0.7221788, 'positive': 0.1555259, 'negative': 0.122295305}",0.1555259,0.122295305,0.7221788
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,Ju69hWpa54SFFJpY4,yeah,2021-03-19T18:11:43.530Z,yeah,1,4,1,"{'neutral': 0.5348535, 'positive': 0.36310714, 'negative': 0.102039285}",0.36310714,0.102039285,0.5348535
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,ytabnkMWjhqaAXs6R,start with highest values getting their room first,2021-03-19T18:11:48.650Z,start with highest values getting their room first,8,50,1,"{'neutral': 0.80913013, 'positive': 0.1378323, 'negative': 0.05303756}",0.1378323,0.05303756,0.80913013
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,LjReDYb67XozK4iSm,that better be the bot moving things,2021-03-19T18:12:26.703Z,that better be the bot moving things,7,36,1,"{'neutral': 0.5360684, 'negative': 0.41674155, 'positive': 0.047190085}",0.047190085,0.41674155,0.5360684
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,Du7hAmkP8BWjoDD9k,start with people who have to room together and are high point value,2021-03-19T18:13:23.311Z,start with people who have to room together and are high point value,13,68,1,"{'neutral': 0.53177756, 'positive': 0.44212654, 'negative': 0.02609589}",0.44212654,0.02609589,0.53177756
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,8gdb3e5PMgzePrvvj,lets just get a positive and be satisfied and get out of here,2021-03-19T18:13:52.755Z,let's just get a positive and be satisfied and get out of here,13,61,1,"{'neutral': 0.46235427, 'positive': 0.35868043, 'negative': 0.17896524}",0.35868043,0.17896524,0.46235427
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,Du7hAmkP8BWjoDD9k,c and d must live together so that is important,2021-03-19T18:13:54.409Z,"c and d must live together, so that is important",10,47,1,"{'positive': 0.5449144, 'neutral': 0.4418305, 'negative': 0.013255115}",0.5449144,0.013255115,0.4418305
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,Du7hAmkP8BWjoDD9k,g must be a jerk lol,2021-03-19T18:14:58.692Z,g must be a jerk lol,6,20,1,"{'negative': 0.8814416, 'neutral': 0.10525536, 'positive': 0.013303038}",0.013303038,0.8814416,0.10525536
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,Ju69hWpa54SFFJpY4,just moving g around lol,2021-03-19T18:14:59.833Z,just moving g around lol,5,24,1,"{'neutral': 0.73637635, 'positive': 0.199775, 'negative': 0.06384863}",0.199775,0.06384863,0.73637635
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,LjReDYb67XozK4iSm,browser exploded,2021-03-19T18:15:54.408Z,browser exploded,2,16,1,"{'neutral': 0.4768946, 'negative': 0.4110536, 'positive': 0.11205177}",0.11205177,0.4110536,0.4768946
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,QZ9LFQa9QeCDtooRZ,leave it,2021-03-19T18:15:59.172Z,leave it,2,8,1,"{'neutral': 0.5271761, 'negative': 0.35612845, 'positive': 0.116695434}",0.116695434,0.35612845,0.5271761
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,pBZ6nYdNcgWtHpLo9,ok done,2021-03-19T18:16:00.689Z,ok. done,2,7,1,"{'neutral': 0.5810667, 'positive': 0.34772772, 'negative': 0.07120559}",0.34772772,0.07120559,0.5810667
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,4raq6JG4gBhNiT6Dy,good,2021-03-19T18:16:00.905Z,good,1,4,1,"{'positive': 0.65121686, 'neutral': 0.27769667, 'negative': 0.071086496}",0.65121686,0.071086496,0.27769667
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,Ju69hWpa54SFFJpY4,this is good,2021-03-19T18:16:01.012Z,this is good,3,12,1,"{'positive': 0.9303031, 'neutral': 0.061080143, 'negative': 0.008616797}",0.9303031,0.008616797,0.061080143
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,QZ9LFQa9QeCDtooRZ,dont change,2021-03-19T18:16:01.149Z,dont change,2,11,1,"{'neutral': 0.6988217, 'negative': 0.17719601, 'positive': 0.12398219}",0.12398219,0.17719601,0.6988217
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,RBw2Svcm7nF7ECsuf,stop,2021-03-19T18:16:02.313Z,stop,1,4,1,"{'neutral': 0.4409568, 'negative': 0.3822584, 'positive': 0.1767848}",0.1767848,0.3822584,0.4409568
CtQsxm8Ki5xK5qvr9,1,Mixed,High,Low,Mixed,High,9,Easy [Corresponds to 'Hard' in PNAS],588.0,305.0,1.9278688524590164,ytabnkMWjhqaAXs6R,good,2021-03-19T18:16:07.404Z,good,1,4,1,"{'positive': 0.65121686, 'neutral': 0.27769667, 'negative': 0.071086496}",0.65121686,0.071086496,0.27769667
Biqb8KZ7HSf7sJd7G,1,Mixed,High,Mixed,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],505.0,79.0,6.39240506329114,R2neSvv5Jnrxwvv4x,blue,2021-03-19T18:25:38.965Z,blue?,1,4,1,"{'neutral': 0.50872517, 'positive': 0.39929843, 'negative': 0.09197642}",0.39929843,0.09197642,0.50872517
Biqb8KZ7HSf7sJd7G,1,Mixed,High,Mixed,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],505.0,79.0,6.39240506329114,R2neSvv5Jnrxwvv4x,you good,2021-03-19T18:25:40.403Z,you good?,2,8,1,"{'positive': 0.56037617, 'neutral': 0.3928007, 'negative': 0.04682312}",0.56037617,0.04682312,0.3928007
Biqb8KZ7HSf7sJd7G,1,Mixed,High,Mixed,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],505.0,79.0,6.39240506329114,Xe9Aa9wsDrj9CoMdL,great job,2021-03-19T18:25:49.991Z,great job,2,9,1,"{'positive': 0.92239267, 'neutral': 0.062429134, 'negative': 0.015178154}",0.92239267,0.015178154,0.062429134
Pti4oRgjb4Gwx9ny4,1,Mixed,High,High,High,Mixed,3,Easy [Corresponds to 'Hard' in PNAS],588.0,205.0,2.868292682926829,EDY4StstYg2wKCTXX,student b being in 101 is optimal,2021-03-19T18:51:10.888Z,student b being in 101 is optimal,7,33,1,"{'neutral': 0.5822767, 'positive': 0.35758588, 'negative': 0.060137417}",0.35758588,0.060137417,0.5822767
Pti4oRgjb4Gwx9ny4,1,Mixed,High,High,High,Mixed,3,Easy [Corresponds to 'Hard' in PNAS],588.0,205.0,2.868292682926829,EDY4StstYg2wKCTXX,point wise,2021-03-19T18:51:14.581Z,point wise,2,10,1,"{'neutral': 0.8102604, 'positive': 0.10208704, 'negative': 0.08765255}",0.10208704,0.08765255,0.8102604
Pti4oRgjb4Gwx9ny4,1,Mixed,High,High,High,Mixed,3,Easy [Corresponds to 'Hard' in PNAS],588.0,205.0,2.868292682926829,cKNk7FQ5NBBSHWwyE,what do you think,2021-03-19T18:53:14.424Z,what do you think?,4,17,1,"{'neutral': 0.72895956, 'positive': 0.17970245, 'negative': 0.09133798}",0.17970245,0.09133798,0.72895956
Pti4oRgjb4Gwx9ny4,1,Mixed,High,High,High,Mixed,3,Easy [Corresponds to 'Hard' in PNAS],588.0,205.0,2.868292682926829,PZtnsyC2ErBnd4yyJ,its done,2021-03-19T18:53:39.944Z,its done,2,8,1,"{'neutral': 0.6406812, 'positive': 0.26331264, 'negative': 0.09600613}",0.26331264,0.09600613,0.6406812
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,bEkXTEZADNG6ZPuFL,slow down,2021-03-19T18:08:52.389Z,slow down,2,9,1,"{'neutral': 0.6240841, 'positive': 0.19123466, 'negative': 0.18468119}",0.19123466,0.18468119,0.6240841
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2PJBtH2EvmYgrb5xk,slow down yall we have time,2021-03-19T18:09:04.507Z,slow down yall we have time,6,27,1,"{'neutral': 0.5639581, 'positive': 0.3402032, 'negative': 0.09583869}",0.3402032,0.09583869,0.5639581
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,zDqZafFSo6xuvMRHH,c and d are optimized in room 105,2021-03-19T18:09:08.761Z,c and d are optimized in room 105,8,33,1,"{'neutral': 0.8283456, 'positive': 0.14701952, 'negative': 0.024634898}",0.14701952,0.024634898,0.8283456
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,KALnNEwd4gGeyACD6,,2021-03-19T18:09:09.461Z,:/,0,0,1,"{'positive': 0.4012986, 'neutral': 0.37312618, 'negative': 0.22557522}",0.4012986,0.22557522,0.37312618
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2PJBtH2EvmYgrb5xk,okay good then let them stay there for a sec,2021-03-19T18:09:27.436Z,okay good then let them stay there for a sec,10,44,1,"{'neutral': 0.74437124, 'positive': 0.17072783, 'negative': 0.08490093}",0.17072783,0.08490093,0.74437124
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2PJBtH2EvmYgrb5xk,noone touch 105 for now,2021-03-19T18:09:38.930Z,noone touch 105 for now,5,23,1,"{'neutral': 0.8282645, 'negative': 0.14129397, 'positive': 0.03044152}",0.03044152,0.14129397,0.8282645
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,YbZENFoLos6TKYuBY,okay thanks,2021-03-19T18:09:40.934Z,okay thanks,2,11,1,"{'positive': 0.6961921, 'neutral': 0.27442336, 'negative': 0.029384488}",0.6961921,0.029384488,0.27442336
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,bEkXTEZADNG6ZPuFL,omg yall stop,2021-03-19T18:10:01.815Z,omg yall stop,3,13,1,"{'negative': 0.7862305, 'neutral': 0.18094596, 'positive': 0.032823462}",0.032823462,0.7862305,0.18094596
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,i2YNTiT9XC35gGWzP,we should probably try to place the people in the highest scoring room and then start moving them around to meet the constraints,2021-03-19T18:10:03.194Z,"we should probably try to place the people in the highest scoring room, and then start moving them around to meet the constraints",23,128,1,"{'neutral': 0.88282096, 'positive': 0.07011082, 'negative': 0.047068246}",0.07011082,0.047068246,0.88282096
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,YbZENFoLos6TKYuBY,i agree,2021-03-19T18:10:11.243Z,i agree,2,7,1,"{'neutral': 0.6271185, 'positive': 0.30872032, 'negative': 0.06416116}",0.30872032,0.06416116,0.6271185
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,bEkXTEZADNG6ZPuFL,exactly,2021-03-19T18:10:11.967Z,exactly,1,7,1,"{'neutral': 0.509253, 'positive': 0.3967792, 'negative': 0.09396781}",0.3967792,0.09396781,0.509253
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2PJBtH2EvmYgrb5xk,agreed,2021-03-19T18:10:13.797Z,agreed,1,6,1,"{'neutral': 0.5910076, 'negative': 0.20797823, 'positive': 0.20101415}",0.20101415,0.20797823,0.5910076
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,zDqZafFSo6xuvMRHH,but c and d in 106,2021-03-19T18:10:19.429Z,but c and d in 106,6,18,1,"{'neutral': 0.9104744, 'positive': 0.06810503, 'negative': 0.021420589}",0.06810503,0.021420589,0.9104744
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,KALnNEwd4gGeyACD6,yes go turqoise,2021-03-19T18:10:20.236Z,yes go turqoise!,3,15,1,"{'neutral': 0.60855436, 'positive': 0.3470322, 'negative': 0.04441346}",0.3470322,0.04441346,0.60855436
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,zDqZafFSo6xuvMRHH,105,2021-03-19T18:10:20.959Z,105,1,3,1,"{'neutral': 0.6196086, 'positive': 0.29581004, 'negative': 0.08458141}",0.29581004,0.08458141,0.6196086
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,zDqZafFSo6xuvMRHH,c and d in 105,2021-03-19T18:10:25.832Z,c and d in 105,5,14,1,"{'neutral': 0.911674, 'positive': 0.06705068, 'negative': 0.021275295}",0.06705068,0.021275295,0.911674
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,zDqZafFSo6xuvMRHH,good,2021-03-19T18:10:27.187Z,good,1,4,1,"{'positive': 0.65121686, 'neutral': 0.27769667, 'negative': 0.071086496}",0.65121686,0.071086496,0.27769667
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,bEkXTEZADNG6ZPuFL,move g,2021-03-19T18:10:35.700Z,move g,2,6,1,"{'neutral': 0.70567125, 'positive': 0.18437964, 'negative': 0.10994901}",0.18437964,0.10994901,0.70567125
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,YqCDfxWpjaXNpqcPY,stop we just have one constraint to address,2021-03-19T18:10:46.472Z,"stop, we just have one constraint to address.",8,43,1,"{'negative': 0.54031605, 'neutral': 0.42766237, 'positive': 0.032021612}",0.032021612,0.54031605,0.42766237
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,YbZENFoLos6TKYuBY,okay is everyone happy,2021-03-19T18:11:14.584Z,okay is everyone happy?,4,22,1,"{'positive': 0.8648458, 'neutral': 0.12609419, 'negative': 0.009060066}",0.8648458,0.009060066,0.12609419
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,kpR6K5w8Eb4sPHCXD,yes,2021-03-19T18:11:17.912Z,yes,1,3,1,"{'positive': 0.4800679, 'neutral': 0.41767666, 'negative': 0.10225539}",0.4800679,0.10225539,0.41767666
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,bEkXTEZADNG6ZPuFL,works,2021-03-19T18:11:19.575Z,works,1,5,1,"{'neutral': 0.6572223, 'positive': 0.26969036, 'negative': 0.073087394}",0.26969036,0.073087394,0.6572223
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,YqCDfxWpjaXNpqcPY,im good,2021-03-19T18:11:23.917Z,i'm good,2,7,1,"{'positive': 0.69572747, 'neutral': 0.2675692, 'negative': 0.036703322}",0.69572747,0.036703322,0.2675692
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2PJBtH2EvmYgrb5xk,could be better but its solid,2021-03-19T18:11:28.868Z,could be better but its solid,6,29,1,"{'positive': 0.6952071, 'neutral': 0.2541915, 'negative': 0.050601367}",0.6952071,0.050601367,0.2541915
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,i2YNTiT9XC35gGWzP,good,2021-03-19T18:11:36.190Z,good,1,4,1,"{'positive': 0.65121686, 'neutral': 0.27769667, 'negative': 0.071086496}",0.65121686,0.071086496,0.27769667
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,bEkXTEZADNG6ZPuFL,good enough  accept and move on,2021-03-19T18:11:53.637Z,good enough  accept and move on,6,31,1,"{'neutral': 0.65665793, 'positive': 0.27166367, 'negative': 0.07167841}",0.27166367,0.07167841,0.65665793
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2PJBtH2EvmYgrb5xk,omg this is why i hate group projects lol,2021-03-19T18:11:53.743Z,omg this is why i hate group projects lol,9,41,1,"{'negative': 0.9296688, 'neutral': 0.06180959, 'positive': 0.008521582}",0.008521582,0.9296688,0.06180959
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,zDqZafFSo6xuvMRHH,f should be in 103,2021-03-19T18:11:56.010Z,f should be in 103,5,18,1,"{'negative': 0.54016197, 'neutral': 0.41970962, 'positive': 0.040128384}",0.040128384,0.54016197,0.41970962
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,KALnNEwd4gGeyACD6,i know,2021-03-19T18:11:58.448Z,i know,2,6,1,"{'neutral': 0.5650288, 'positive': 0.28681841, 'negative': 0.14815274}",0.28681841,0.14815274,0.5650288
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,KALnNEwd4gGeyACD6,wait if we can get a better score then why not try haha,2021-03-19T18:12:09.078Z,wait if we can get a better score then why not try haha,13,55,1,"{'positive': 0.7016683, 'neutral': 0.27767125, 'negative': 0.020660466}",0.7016683,0.020660466,0.27767125
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,KALnNEwd4gGeyACD6,i had thought this was another practice round,2021-03-19T18:12:16.102Z,i had thought this was another practice round,8,45,1,"{'neutral': 0.8154795, 'negative': 0.14065398, 'positive': 0.04386645}",0.04386645,0.14065398,0.8154795
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2PJBtH2EvmYgrb5xk,true,2021-03-19T18:12:18.269Z,true,1,4,1,"{'positive': 0.5531136, 'neutral': 0.36447918, 'negative': 0.082407266}",0.5531136,0.082407266,0.36447918
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2PJBtH2EvmYgrb5xk,wut,2021-03-19T18:12:21.968Z,wut,1,3,1,"{'neutral': 0.5416297, 'positive': 0.2623747, 'negative': 0.19599564}",0.2623747,0.19599564,0.5416297
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,2PJBtH2EvmYgrb5xk,no honey this the real thang,2021-03-19T18:12:26.391Z,no honey this the real thang,6,28,1,"{'neutral': 0.5844766, 'positive': 0.2899054, 'negative': 0.12561801}",0.2899054,0.12561801,0.5844766
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,YqCDfxWpjaXNpqcPY,green let it go,2021-03-19T18:12:47.014Z,"green, let it go.",4,15,1,"{'neutral': 0.6002001, 'negative': 0.31337398, 'positive': 0.08642595}",0.08642595,0.31337398,0.6002001
6cSAzAQXhnFFsbe3c,1,Mixed,High,High,High,High,10,Easy [Corresponds to 'Hard' in PNAS],599.0,282.0,2.124113475177305,bEkXTEZADNG6ZPuFL,thats prolly best it gets,2021-03-19T18:12:51.200Z,thats prolly best it gets,5,25,1,"{'neutral': 0.5312556, 'negative': 0.413861, 'positive': 0.054883394}",0.054883394,0.413861,0.5312556
zXofkTp388eu67YxF,1,Mixed,High,High,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],602.0,491.0,1.2260692464358451,9MEnHocNH4nvEvyxR,its on,2021-03-19T18:12:57.599Z,it's on.,2,6,1,"{'neutral': 0.70258737, 'positive': 0.2488963, 'negative': 0.048516292}",0.2488963,0.048516292,0.70258737
zXofkTp388eu67YxF,1,Mixed,High,High,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],602.0,491.0,1.2260692464358451,9MEnHocNH4nvEvyxR,we were at 583,2021-03-19T18:13:46.016Z,we were at 583!,4,14,1,"{'neutral': 0.8613373, 'positive': 0.11516841, 'negative': 0.023494253}",0.11516841,0.023494253,0.8613373
zXofkTp388eu67YxF,1,Mixed,High,High,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],602.0,491.0,1.2260692464358451,9MEnHocNH4nvEvyxR,583,2021-03-19T18:13:57.001Z,583!,1,3,1,"{'neutral': 0.53659403, 'positive': 0.3699955, 'negative': 0.09341041}",0.3699955,0.09341041,0.53659403
zXofkTp388eu67YxF,1,Mixed,High,High,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],602.0,491.0,1.2260692464358451,9MEnHocNH4nvEvyxR,its getting worse,2021-03-19T18:14:07.707Z,it's getting worse!,3,17,1,"{'negative': 0.82578874, 'neutral': 0.15394734, 'positive': 0.020263966}",0.020263966,0.82578874,0.15394734
